2025-11-22 18:08:19,616 INFO Dataset loaded: N=222 K=3 d_model=128 shards=['full', 'low', 'mid', 'high']
2025-11-22 18:08:19,616 INFO Coverage: angles=37, missing=[]
2025-11-22 18:08:20,732 INFO Epoch 1/50 | train_loss=4.7905 | val_loss=3.9809 | voted=0.047 | expert=0.259 | atom=0.705 | joint=0.186
2025-11-22 18:08:20,811 INFO Epoch 2/50 | train_loss=3.9954 | val_loss=3.6455 | voted=0.047 | expert=0.267 | atom=0.872 | joint=0.243
2025-11-22 18:08:20,888 INFO Epoch 3/50 | train_loss=3.6239 | val_loss=3.3596 | voted=0.047 | expert=0.267 | atom=0.877 | joint=0.248
2025-11-22 18:08:20,963 INFO Epoch 4/50 | train_loss=3.2787 | val_loss=3.0365 | voted=0.167 | expert=0.316 | atom=0.915 | joint=0.316
2025-11-22 18:08:21,038 INFO Epoch 5/50 | train_loss=2.9508 | val_loss=2.8511 | voted=0.104 | expert=0.337 | atom=0.920 | joint=0.321
2025-11-22 18:08:21,112 INFO Epoch 6/50 | train_loss=2.7203 | val_loss=2.6356 | voted=0.120 | expert=0.352 | atom=0.920 | joint=0.337
2025-11-22 18:08:21,187 INFO Epoch 7/50 | train_loss=2.4798 | val_loss=2.4239 | voted=0.203 | expert=0.391 | atom=0.920 | joint=0.375
2025-11-22 18:08:21,261 INFO Epoch 8/50 | train_loss=2.2518 | val_loss=2.2253 | voted=0.281 | expert=0.476 | atom=0.965 | joint=0.470
2025-11-22 18:08:21,345 INFO Epoch 9/50 | train_loss=2.0015 | val_loss=1.9433 | voted=0.328 | expert=0.575 | atom=1.000 | joint=0.575
2025-11-22 18:08:21,423 INFO Epoch 10/50 | train_loss=1.7659 | val_loss=1.7567 | voted=0.401 | expert=0.590 | atom=1.000 | joint=0.590
2025-11-22 18:08:21,498 INFO Epoch 11/50 | train_loss=1.5796 | val_loss=1.5298 | voted=0.547 | expert=0.655 | atom=1.000 | joint=0.655
2025-11-22 18:08:21,572 INFO Epoch 12/50 | train_loss=1.3569 | val_loss=1.3240 | voted=0.474 | expert=0.712 | atom=1.000 | joint=0.712
2025-11-22 18:08:21,647 INFO Epoch 13/50 | train_loss=1.1840 | val_loss=1.1451 | voted=0.677 | expert=0.790 | atom=1.000 | joint=0.790
2025-11-22 18:08:21,720 INFO Epoch 14/50 | train_loss=1.0254 | val_loss=0.9748 | voted=0.604 | expert=0.771 | atom=1.000 | joint=0.771
2025-11-22 18:08:21,797 INFO Epoch 15/50 | train_loss=0.8950 | val_loss=0.8509 | voted=0.677 | expert=0.830 | atom=1.000 | joint=0.830
2025-11-22 18:08:21,900 INFO Epoch 16/50 | train_loss=0.7931 | val_loss=0.7248 | voted=0.677 | expert=0.889 | atom=1.000 | joint=0.889
2025-11-22 18:08:21,981 INFO Epoch 17/50 | train_loss=0.6966 | val_loss=0.6166 | voted=0.880 | expert=0.970 | atom=1.000 | joint=0.970
2025-11-22 18:08:22,058 INFO Epoch 18/50 | train_loss=0.6137 | val_loss=0.5291 | voted=0.807 | expert=0.946 | atom=1.000 | joint=0.946
2025-11-22 18:08:22,136 INFO Epoch 19/50 | train_loss=0.5435 | val_loss=0.4816 | voted=0.823 | expert=0.938 | atom=1.000 | joint=0.938
2025-11-22 18:08:22,211 INFO Epoch 20/50 | train_loss=0.4847 | val_loss=0.4060 | voted=0.880 | expert=0.970 | atom=1.000 | joint=0.970
2025-11-22 18:08:22,286 INFO Epoch 21/50 | train_loss=0.4362 | val_loss=0.3559 | voted=0.880 | expert=0.995 | atom=1.000 | joint=0.995
2025-11-22 18:08:22,360 INFO Epoch 22/50 | train_loss=0.3940 | val_loss=0.3135 | voted=0.880 | expert=0.995 | atom=1.000 | joint=0.995
2025-11-22 18:08:22,434 INFO Epoch 23/50 | train_loss=0.3737 | val_loss=0.2864 | voted=0.880 | expert=0.995 | atom=1.000 | joint=0.995
